who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
67385815,Minister and Head of the President’s Office,Minister and Head of the President’s Office,2021-03-26,,Khammeung Phongthady,Khammeung Phongthady,,,0
67385815,Ministry of Industry and Commerce (Laos),Minister of Industry and Commerce,2016-04-20,2021-03-22,,,Khampheng Xaysompheng,Khampheng Xaysompheng,1
67385815,,,2014-06,2016-04-20,Nam Viyaketh,Nam Vignaket,,,2
